BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6,Num_Replacements=7,Num_Replacements=8,Num_Replacements=9,Num_Replacements=10,Num_Replacements=11,Num_Replacements=12,Num_Replacements=13
BGC0000030,ketoacyl-synt,0.9995023429393768,0.9933191120624543,0.9904154717922211,0.9821136057376861,0.9493536710739136,0.7109802089107689,0.8227597922086716,0.6014267723425292,0.6148646056477446,0.2081367248785682,0.20102279613856808,0.09170486146174425,0.04425413582662259,9.603793991752596e-06
BGC0000129,ketoacyl-synt,0.9979140222072601,0.9931387722492218,0.9009611785411835,0.8681464284658432,0.85988390147686,0.6030615200754255,0.6214840663596988,0.5617689916514792,0.4274893038400478,0.40580617402699276,0.25279951889133373,0.0960306134965208,1.8629966832062195e-05,4.702679182946312e-05
BGC0000271,ketoacyl-synt,0.9995409607887268,0.9977116405963897,0.9377185523509979,0.9121323585510254,0.9919643104076385,0.8660323013062111,0.44121205951191766,0.6235479894075979,0.5537930896476609,0.33457246796956497,0.4500614487941448,0.10552439221859969,0.006505458495595917,0.00013631907170292835
BGC0000275,ketoacyl-synt,0.9989657044410706,0.9957573592662812,0.9518842339515686,0.937823760509491,0.6182814216939733,0.786534658074379,0.4431788841960952,0.6661027748951256,0.5228223881218582,0.3832913651727722,0.14453303729510977,0.178358779027144,0.08765743991364161,1.9927275670994503e-05
BGC0000355,PP-binding,0.9832445442676544,0.9258670628070831,0.7882326535880566,0.8589985549449921,0.7167117699980736,0.5771439991891384,0.4138370270840824,0.3926602520048618,0.30391482895204264,0.08466879545769643,0.17376918642661393,0.08605692351304697,0.003985411945846717,5.5495290997242815e-06
BGC0000384,PP-binding,0.9951802968978882,0.985967218875885,0.8891441732645035,0.9198799848556518,0.5861771538853645,0.6242174290120601,0.3658430252224207,0.21610253328690304,0.0322871881144863,0.10110551347315777,0.09651355063679148,0.05928456535580153,0.0002580714535459272,1.312043907732586e-06
BGC0000417,AMP-binding,0.9988480925559997,0.9945769429206848,0.9843084812164307,0.9272848188877105,0.9680631160736084,0.9760858118534088,0.862064516544342,0.6600805558729916,0.5750579304993153,0.22347274576077325,0.15326429197157268,0.05799338047040692,0.003820705136332947,5.468083812498748e-06
BGC0000523,ABC_tran,0.9978063523769378,0.9921833574771881,0.8082826431083958,0.7940655309474096,0.7273717702832073,0.39905152651494974,0.5726470636829617,0.1928361266331308,0.3097330913238693,0.6749053940176963,0.2968232532897474,0.004224791093852787,0.003669028038348188,0.004958393621154755
BGC0000604,Lant_dehydr_N,0.09147472707554698,0.09815619699656963,0.2407657276984537,0.0866599200431665,0.18892341121536446,0.2120160027348902,0.09306998888435203,0.12651513830933253,0.023944758629926354,0.04803214512427587,0.06915993462089318,0.06379279981015315,0.0002040371004568442,1.4892530589349918e-05
BGC0000624,LytTR,0.9443532884120941,0.757628794759512,0.6898157395422458,0.6486005438840948,0.33818195876010576,0.5315385140449507,0.31884740586242516,0.08330260069924407,0.1575015445844997,0.0589776897583306,0.0494495160545398,0.014448582319382796,3.2402946148124555e-05,2.6620277487232613e-05
BGC0000682,ketoacyl-synt,0.9776506304740906,0.924972516298294,0.7585684046149254,0.8055707782506942,0.5211237121373415,0.4744879826903343,0.41634089713916184,0.360350200816174,0.24073276745912153,0.03918649263354723,0.14373780593831925,0.01178010746207292,0.0010783622548842687,9.225508104915292e-06
BGC0000715,Epimerase,0.22162406742572785,0.2104095278045861,0.1289256416261196,0.05798696060664952,0.062419505609432234,0.058071406953968105,0.03541112849488855,0.030328069580718875,0.025110890436917544,0.03510541283467319,0.0028241401392733677,0.008541167952353134,0.0010340733380871825,0.0014974847494158895
BGC0000734,ABC_tran,0.9531973719596862,0.8224477598443627,0.6411451637744904,0.6733684710226953,0.5459346396848559,0.5403182209935039,0.227194067183882,0.3675909113604575,0.24774950563150924,0.1908903830801137,0.12170571893220768,0.06140285504079657,0.012117645487887786,0.005765829980759918
BGC0000764,Wzz,0.9959103524684906,0.9936107695102692,0.9778194546699523,0.854733516741544,0.7708800274791429,0.8382543457765224,0.4566340271738071,0.3769337802486916,0.5663108019027959,0.1832895269883441,0.1328662375503033,0.1254236062594032,0.136131914348001,0.00045232446429972485
BGC0000765,Alg14,0.792470708489418,0.8303107500076294,0.36856669768167194,0.5824197953566909,0.6176082492806018,0.19915523836389185,0.30874204997671767,0.08205046870862134,0.023881055063089462,0.011544700142172815,0.0013382765973744882,0.0003583042908644529,8.949783305935987e-05,4.840726105381777e-06
BGC0000773,MannoseP_isomer,0.9852935910224915,0.9599490940570832,0.7696123972535134,0.6631761574507088,0.43180145639926193,0.4070561191183515,0.5973844677209854,0.4029969428625918,0.1333804133074409,0.15224852658857344,0.013680276482406838,0.003797844422755059,0.08741784166748634,1.0677251475824102e-05
BGC0000836,PP-binding,0.999767291545868,0.9705790102481842,0.9994777381420136,0.9674508690834045,0.6948721052147449,0.6366379976272583,0.17631937651894986,0.24100939290365203,0.059919443741091524,0.006987613776914259,0.004849693522373855,0.004281102033473871,0.0004586465821375896,0.00036633087574955425
BGC0000880,Glyco_trans_1_4,0.6383099377155304,0.5078275799751282,0.49780657291412356,0.3843913324177265,0.3795057896524668,0.24842317884052817,0.271484145873066,0.15650425153550032,0.18680297048010744,0.13885768631589598,0.0859119208516482,0.06029891193981627,0.01618490550140237,2.9622134525641998e-05
BGC0000895,ArgJ,0.9249544084072113,0.8969416081905365,0.8676101118326187,0.5975982673466206,0.6704734854865819,0.48918618166353556,0.15730298065464013,0.08398533495092124,0.1839213508196972,0.13537347947790296,0.021153056602452126,0.09879963135065281,0.0002399788541538328,0.0003777467321015138
BGC0000901,AMP-binding,0.8441954433918,0.5581067815423012,0.4684500630944967,0.5454464538022876,0.4419221006333828,0.3470106989145279,0.26013442358744215,0.2048502187244594,0.20756597007930394,0.13447062850464137,0.0069670270376150254,0.03029080147632044,0.00863779866199348,0.00018939982498018538
BGC0001037,ketoacyl-synt,0.9826359391212464,0.9111598670482636,0.9036635398864746,0.8484054833650589,0.8119510382413864,0.7673517376184463,0.5364391357841669,0.5039008900574118,0.39568429839855523,0.13932657089926578,0.23683366977952575,0.002526935361226457,0.00015977432792091406,1.1557510165127738e-06
BGC0001154,AMP-binding,0.7705712258815766,0.9417777419090271,0.832369764149189,0.5421299135312438,0.7664166042581201,0.49132373916290817,0.2087508402334933,0.3040562779807715,0.008163773443220635,0.30392264846414035,0.2837691734818506,0.0021266700371967316,0.1834599732172137,0.0011903325124762887
BGC0001185,AMP-binding_C,0.885140460729599,0.9414886832237244,0.6999516710639,0.9057489335536957,0.8466445583850145,0.545751570421271,0.5830899577587842,0.5707584619522095,0.3498818887809648,0.17203208112623541,0.04344471783680635,0.00238133732897543,0.0033687479417084318,6.796533747175249e-06
BGC0001246,ketoacyl-synt,0.9985866010189056,0.9942544102668762,0.9807577431201935,0.9610055327415467,0.8579021818935871,0.7991680920124054,0.7352284893393517,0.9361413061618805,0.49502648345660416,0.2302885516218794,0.17199606626691094,0.18810865544042335,9.446294477921668e-05,1.1668430577671529e-05
BGC0001267,FAD_binding_4,0.9951623141765594,0.7929662197828293,0.9912637174129486,0.8947221543639898,0.8945332208531909,0.792642493522726,0.3649927510233283,0.4903984368234887,0.18562628590807434,0.3656506094021609,0.2733866027392054,0.18745229809855674,0.0013721408753685437,5.1122336822118085e-05
BGC0001314,PCRF,0.4953460991382599,0.5496787617914378,0.3968786651876144,0.5222450539586134,0.5376501419701754,0.6705906789168694,0.6207681293358731,0.30057139891941914,0.7300537909468716,0.06057613231538426,0.1965034944361264,0.1797634723804603,0.06573709538065486,0.0012289469434838718
BGC0001366,ketoacyl-synt,0.9962162256240845,0.988365525007248,0.9937120199203491,0.9826457798480988,0.8021619152277708,0.7916897296905517,0.6290090038150083,0.561576131026959,0.5374496199847784,0.3125228434603173,0.35904788813541016,0.07069142401535941,0.0023172007866456568,0.00024722612092581837
BGC0001410,GLF,0.9980918169021606,0.8391698211431503,0.5391262928969809,0.864651358127594,0.3218996319454163,0.7496790184217389,0.4938765821088282,0.45211656894534824,0.20398544551208034,0.294448102510205,0.1887284371709189,0.12183596242396959,0.07531666938858109,0.00012961427298226305
BGC0001474,YcaO,0.9323812425136566,0.4697527182404883,0.7337472334504127,0.5631619699648581,0.11174028324521715,0.18893485114094802,0.18594817692080595,0.17883265434320492,0.05437445870286126,0.13643764761368402,0.027106509129460932,0.0001820371971007262,0.00313033171279109,6.665473702566205e-05
BGC0001489,ketoacyl-synt,0.9981409192085267,0.9983463168144227,0.9760780990123749,0.9580798983573914,0.858711889386177,0.8209402695298195,0.5898755580186844,0.5952810604125262,0.6999274579808116,0.2175689128576778,0.19841648861765862,0.13279247837208458,0.041910880765318126,4.268603852164432e-06
BGC0001542,PP-binding,0.888221698999405,0.8347158432006836,0.8384622156620025,0.6464565396308899,0.4790777582209557,0.46964278928935527,0.44768087202683093,0.28330601591151205,0.1630709948716685,0.17210201251946272,0.1316540176808303,0.07650250983771445,0.049026534838196766,3.3400349191259335e-05
BGC0001547,Kelch_6,0.9627208888530732,0.9460074305534363,0.9399345338344574,0.8848633587360382,0.8998703479766845,0.8304400982917286,0.8080358594655991,0.4967479148879647,0.5626610997530861,0.36254416579031384,0.41414266998052296,0.25550257690277933,0.10747469957920544,0.0010580131442338824
BGC0001600,ketoacyl-synt,0.997147262096405,0.9979881882667542,0.9933770358562469,0.9756137430667877,0.986012864112854,0.9782309293746948,0.9363006591796875,0.6381032717385097,0.5349653648516324,0.35347428269124065,0.31238760722480946,0.11475291592624792,0.0032420730900778903,7.329932515898196e-05
BGC0001727,ABC_tran,0.9839950323104858,0.9504821062088012,0.9151620924472809,0.7439852637238801,0.6880875718037714,0.7353505964390934,0.7258505841833539,0.48027019820019634,0.276928302100557,0.24642115470051068,0.1798659998574294,0.07198483340871462,0.0996091542735428,0.0019896394755051006
BGC0001736,Transket_pyr,0.4698377788066864,0.48225566893815996,0.45779974684119223,0.4103244678383078,0.40796943462355556,0.12208906108153206,0.25778065019985663,0.1593912834306593,0.11608862919561451,0.1584669590936695,0.155074717243399,0.11825996348445074,0.010461680263770746,9.20726002901738e-05
BGC0001794,AMP-binding,0.8611244797706604,0.7885348025709391,0.4673312157392502,0.7217493742704392,0.5423153042793274,0.6886716157197952,0.385213328897953,0.3423100017011166,0.04954646743135527,0.11026388473110274,0.01755082151194074,0.024418002197767307,0.05494583316828141,5.727881311443639e-05
BGC0001797,Aminotran_3,0.47286318689584733,0.3261782723799115,0.24884089074104737,0.11146150783170014,0.11263603090337711,0.17742369475308806,0.03934007766074501,0.01749139689381991,0.01180659769992758,0.0039214461447045325,0.001813634372956585,0.006519679973644088,0.004198116670249874,0.0007424304872984067
BGC0001870,TonB_dep_Rec,0.9991134405136108,0.8990493031800725,0.9965836226940155,0.8096343986690044,0.7945880383485928,0.6923070055196149,0.5868837212445215,0.3005477160029841,0.5138580066426883,0.05641450831726615,0.29136343514289675,0.00016397111516681663,0.16704714989613195,0.0001850250285713173
BGC0002008,Ketoacyl-synt_2,0.9807372570037842,0.847876538336277,0.8329814150929451,0.5476250408915803,0.24241553485035183,0.43801357988268136,0.011811979281992535,0.10762600783200468,0.035289502157320386,0.0073176459463411446,0.0005693156859889025,4.980022012119889e-05,2.773379874660975e-05,7.118772871450574e-06
BGC0002017,AMP-binding,0.9740237534046173,0.8695981253637001,0.7603252335335128,0.7762756564517985,0.8933768432587386,0.4103103160048704,0.31431873213221595,0.37237269375314097,0.19613240543195615,0.281421914862176,0.2847253624023267,0.09815219492868152,0.09037097518426265,0.0005681203883334263
BGC0002043,Peripla_BP_2,0.8507634907960892,0.8843651443719864,0.6885962106840452,0.6071464836597442,0.4554730325296987,0.278964444801386,0.5915113051491971,0.3116220740857898,0.5357818755603148,0.24451536670621862,0.0778809827683915,0.052880530614311284,0.07470067042841037,0.0003121906436263089
BGC0002047,adh_short,0.826953649520874,0.6596246778964996,0.3229065276682377,0.3758982826024294,0.3481956901960075,0.1980494972318411,0.04583642578218132,0.04427223978564143,0.016344603794277646,0.010747256258036941,0.006826525047654286,0.006032248790143057,0.004098783401423134,0.0031983551870325756
BGC0002135,AMP-binding,0.9994751751422882,0.9827902555465698,0.8108784588053822,0.9303639441728592,0.8999448478221893,0.6264778742101044,0.8114531517028809,0.5966139638796448,0.5521797062829137,0.20987069522961974,0.021023757369948725,0.010419846182776383,0.0007636099879164248,0.0001881866971729096
BGC0002148,MatE,0.9652046024799347,0.9224899500608444,0.981077516078949,0.8968946099281311,0.7267774966922659,0.6645329621587734,0.7608020109593212,0.38130492619957296,0.5576492799725031,0.5556435348620653,0.2904734470368336,0.25589642983736904,3.631164591446634e-05,1.108530562365928e-05
BGC0002194,KAsynt_C_assoc,0.9738054513931275,0.9666395604610443,0.9582665979862213,0.840888786315918,0.851360535621643,0.8229516029357911,0.5718413913622499,0.3661501522630715,0.30091661627811844,0.15295233395881952,0.021574745298312336,0.0453061442087801,0.005884409212566055,1.2782107801490029e-05
