BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5,Num_Replacements=6,Num_Replacements=7,Num_Replacements=8,Num_Replacements=9,Num_Replacements=10,Num_Replacements=11
BGC0000140,ketoacyl-synt,0.8507869303226471,0.7841740548610687,0.7138684779405594,0.5857217401266098,0.6530790820717811,0.38894684687256814,0.6248422935605049,0.3334115242865664,0.30003256170415965,0.24513619906233544,0.00012624170614401465,4.221220801383652e-05
BGC0000204,ACP_syn_III,0.5750811219215393,0.6448832035064698,0.6712234051432461,0.5888488749042153,0.8420658707618713,0.5303673903108574,0.28485713736954493,0.3817096747193318,0.3190712711536706,0.2517549994741092,0.10065395085266053,5.651898382552644e-06
BGC0000284,ketoacyl-synt,0.9815005719661712,0.8734700173139572,0.7877907380461693,0.7932524234056473,0.5815924522466958,0.4960619064200046,0.19351642510955572,0.15896289507518305,0.014148131488343551,0.02635152812316679,0.000659068210773972,2.303835200290205e-06
BGC0000287,AMP-binding,0.9502044737339019,0.9157962381839753,0.7865921124815941,0.8176695168018341,0.4245668541640043,0.4290097624063492,0.19625014341418137,0.27386500145641435,0.18386734002378943,0.005537550586717543,0.011841815256680021,5.072678725925872e-06
BGC0000382,3Beta_HSD,0.5539604961872101,0.507727038487792,0.5186395704746246,0.27475964735931485,0.16582958825241575,0.2781043229768983,0.20553581023705192,0.18968284138167063,0.06958216600958167,0.053736788108010816,0.000910999105503496,1.3278457659637866e-05
BGC0000426,PP-binding,0.9473725080490112,0.838119027018547,0.8702844560146332,0.7563833892345428,0.6471657980233431,0.4870628170669079,0.29105395725928246,0.168007114509237,0.0902168650238309,0.05188320515384248,5.956036720817792e-05,2.1239856589438945e-05
BGC0000457,MatE,0.9999206960201263,0.9999102473258972,0.9085630007088185,0.923706790804863,0.8002444690064294,0.8476157200463603,0.5958059194889657,0.39196284285624616,0.6857013470795209,0.1994042140082644,0.028222100480104474,0.0006766376797664453
BGC0000473,DUF5829,0.5187052510678768,0.5492034792900086,0.6805229038000107,0.24076163705904036,0.11926124070359947,0.19070481372436915,0.21723722762849035,0.0008982775670631326,0.0013058039039606228,0.0002656561394672963,0.00010019169457038401,3.876532712965286e-06
BGC0000474,PatG_C,0.6385141191771254,0.72963445186615,0.5429439950734377,0.5697472765838725,0.6268236866220832,0.3761691433682698,0.21753280640732556,0.24184429073083039,0.258830836582581,0.09822367699083161,0.00043301467598553243,3.886194095719664e-05
BGC0000475,PatG_C,0.5511707797646522,0.6947276905179024,0.7284088809043169,0.4628426644578987,0.3440260899778195,0.35055126883083904,0.11945973351557768,0.1726630170956696,0.10947091556079443,0.004256869433372312,5.8218958992029e-05,8.125189787455689e-06
BGC0000506,Response_reg,0.9884543061256409,0.9330021917819977,0.7700201492814813,0.8781127981841564,0.793803427851526,0.6260600647066894,0.4501921807441249,0.3501677698281128,0.3571520399922747,0.174461803637314,0.08070598195620278,0.003750052698478612
BGC0000511,Response_reg,0.9868494272232056,0.9822762608528137,0.9896529734134674,0.9769894897937774,0.8982056707143784,0.7719934027176351,0.653611815397744,0.3194785703730304,0.15700602972228808,0.0819282002148384,0.09861239444111831,0.0016687342406406457
BGC0000521,Peptidase_C39,0.9905450880527497,0.9751844942569733,0.8951511673629284,0.8597142338752747,0.7927515864372253,0.626970250445629,0.4041799202457469,0.23051773598722036,0.12672780467873962,0.0162295861217558,0.09975734046219031,0.00015486074842060437
BGC0000565,SRP54,0.9806362569332123,0.7873120211064816,0.8008075304329395,0.6020964817143977,0.6622466726542584,0.44986741903357264,0.2885301213648252,0.473839273547992,0.31110068001864305,0.21589331342303505,0.09605096597504784,0.02684278928333974
BGC0000662,DeoC,0.8421199440956115,0.8414467066526413,0.6035733406431973,0.6046435083744655,0.22358026077179147,0.3355843741436921,0.18259055341609381,0.018393562169421784,0.20914005828931925,0.003180394803746367,0.00026300760838466887,0.0008395208564714984
BGC0000720,Carbam_trans_C,0.9833337545394898,0.8953217784845038,0.8809844095738981,0.8327966414799448,0.574864166799577,0.46104021130332484,0.3220291422004792,0.285080796268835,0.2812721314410325,0.09543180310127401,2.365843649450028e-05,0.0004526983456020872
BGC0000769,Glycos_transf_2,0.4576359763741493,0.3312600399367511,0.31878202557563784,0.19472020920366048,0.18282402099794126,0.08113969517871737,0.07490417168010026,0.018476469069719316,0.046342775644734505,0.01359494255448226,0.028496627864660694,0.0009323174861492589
BGC0000789,Glycos_transf_2,0.7932000130414962,0.6524350528256037,0.464020026291837,0.44288945821598347,0.33795196397113614,0.5116171409827075,0.43190534240031864,0.37498555430856867,0.3417788578350155,0.10575110960239868,9.169536245412502e-05,7.265276431667189e-05
BGC0000790,DegT_DnrJ_EryC1,0.886198690533638,0.7742087069898844,0.6610231205821038,0.5587562501430512,0.2573798222816549,0.2745214522292372,0.13948349358979611,0.014233814179897308,0.013731414353242145,0.011103651142911985,0.000810147217271151,0.0003743007114280772
BGC0000868,Wzy_C,0.9993584394454956,0.9931976616382598,0.9006604324094951,0.7117300074431114,0.7038167227758094,0.5021567677111307,0.29878905146088075,0.4994338634560009,0.20058191530752084,0.09936332660070661,0.2945290054368332,3.400592043085737e-05
BGC0000890,Acyl-CoA_dh_1,0.9677634179592133,0.7724251560866833,0.8399417906999588,0.8283537030220032,0.836632388830185,0.7142879002783161,0.4475149122499801,0.2960768612760944,0.4056790910637119,0.26695888061059064,0.10132203486173808,0.0009503984994263526
BGC0000939,IucA_IucC,0.9935065150260926,0.9197705805301666,0.7826020896434784,0.8167789228260517,0.37797325023566375,0.6651644700832549,0.6699996120223659,0.22480191742419536,0.2859419008424675,0.12492837973224483,0.18504030581992198,1.4617336911726398e-05
BGC0001077,Chal_sti_synt_N,0.991291081905365,0.797016146875103,0.8087078042910434,0.7637592583312653,0.47015806232229806,0.3592737679107022,0.08838546312018634,0.16133417259165164,0.3772370947583113,0.0001016869038983681,3.095668703139154e-05,7.87840874914448e-06
BGC0001085,PP-binding,0.9741186559200287,0.9902747988700866,0.7851877406239509,0.660067311860621,0.6506521284580231,0.2817294870103069,0.35024732890597077,0.15015462808223673,0.009083453458129043,0.004610716946172033,0.0002744772697838016,7.041108096181859e-05
BGC0001118,Ketoacyl-synt_C,0.9179497480392456,0.8474495828151702,0.7758421838283539,0.6738923221826554,0.5187997713961522,0.4981873890385032,0.4106285460293293,0.2381025422597304,0.08424039265636338,0.08776768659833145,0.0013548852831579694,7.776754099553252e-06
BGC0001149,PP-binding,0.9875867903232575,0.7837387233972549,0.6249082982540131,0.7296198848634958,0.5398566905991175,0.6080427303910255,0.39567237640731034,0.14693046623488043,0.014459073241596343,0.0196104107948031,0.0398595003889568,3.233172352139491e-05
BGC0001166,AMP-binding,0.9907599627971649,0.938194066286087,0.8041486710309982,0.646867400535848,0.368112088739872,0.5055934146046639,0.27342645106837155,0.17982472181611228,0.1366359949897742,0.00835435680255614,0.00678577687140205,0.007459638348518638
BGC0001187,ketoacyl-synt,0.9976257920265198,0.9914684951305389,0.9406112968921662,0.8368588203855325,0.5517161658033729,0.6202684686519205,0.3130059247618192,0.3083814959724805,0.1253758212182589,0.060388613174791314,0.0001501372260539091,7.260542574782924e-06
BGC0001219,ketoacyl-synt,0.9984751760959625,0.9951900184154511,0.9892282128334046,0.8743792995810509,0.8637376695871353,0.45169801330193876,0.3349703331048204,0.3314308957979847,0.00422126418211235,0.03001532683786081,0.08825240240926946,0.00010536811167440873
BGC0001316,p450,0.5930239140987397,0.42935881721787156,0.33115271404385566,0.27675791904330255,0.19768609886959893,0.1896290292730555,0.14437826930079609,0.0708791570214089,0.06162907131019892,0.03589588848844869,0.0013456499866151717,0.001174379951589799
BGC0001318,p450,0.23341445997357368,0.10555040431208909,0.2811865432187915,0.10542682190312007,0.08118892653146759,0.05776556013152003,0.07269876859500073,0.12894552932702935,0.012956695287721231,0.01528174760460388,0.017646391170274,0.003508429320572759
BGC0001365,PP-binding,0.9981728732585907,0.9809744954109192,0.9452499032020569,0.82000992000103,0.6737844701856375,0.3957093066545895,0.3306271642338288,0.4080175015487839,0.14043917680264711,0.12181581941404147,0.02188770317903792,2.6497702382877186e-05
BGC0001488,Carbam_trans_N,0.9600759506225586,0.7188644777823356,0.6925153388791842,0.7800887987352325,0.46257474232818474,0.4699269810447818,0.14743916006752897,0.041399443482055175,0.362501368644248,0.09750779593666824,0.00014129001563105702,6.441266173169424e-05
BGC0001505,Y1_Tnp,0.3028567373752594,0.18136941259726883,0.27742139984620734,0.2881017510895617,0.0668961735558696,0.08438124061794952,0.06273617926053703,0.10321326146950013,0.017124973225872964,0.008113834251707886,0.0004828019760680036,0.0006003213375606719
BGC0001529,Anth_synt_I_N,0.9580568134784698,0.9691702842712402,0.8994158267974853,0.6976130859686236,0.5784710145439022,0.4534973906702362,0.2617368885075166,0.34310575196033427,0.2748639103424971,0.07630250549194288,0.07633286715348078,4.381504275574599e-06
BGC0001606,ketoacyl-synt,0.9973535597324371,0.9980031549930573,0.8833988048136234,0.7534474759351724,0.5722147600034078,0.6477902928832918,0.42582153523810573,0.2185064141285693,0.18636875278893966,0.010917642907560764,0.10032727568367364,2.2855705594793108e-05
BGC0001627,Condensation,0.9886187016963959,0.9831325888633728,0.9060054004192353,0.8134732961654663,0.5640341127291322,0.6969902291893959,0.42127648349305674,0.37297553380485626,0.11280772849968841,0.047442579162283144,0.005171948728592213,9.502192198523884e-06
