BGC_ID,masked_token,Num_Replacements=0,Num_Replacements=1,Num_Replacements=2,Num_Replacements=3,Num_Replacements=4,Num_Replacements=5
BGC0000013,Ketoacyl-synt_C,0.7359038144350052,0.678916671872139,0.2754258818924427,0.1223337481613271,0.001217537948929781,1.7201918670350926e-05
BGC0000196,Polyketide_cyc,0.422849066182971,0.05686747841700281,0.06496388578562647,0.05246541789743366,3.011947115050262e-05,1.7984755861344404e-05
BGC0000205,ketoacyl-synt,0.7248659789562225,0.4900868119148072,0.45500814868573797,0.2477597168583941,0.06348546905657108,0.0003188228339126908
BGC0000215,Polyketide_cyc,0.10374035257846118,0.11433744765818118,0.016481253956135332,0.05948254944541986,0.0010489000509579683,0.0002340025227397291
BGC0000231,Polyketide_cyc2,0.33332071304321287,0.24756830724800238,0.08658188418066856,0.0267658377662773,0.002706401838086947,4.198543624744922e-06
BGC0000343,AMP-binding,0.9877419233322143,0.7117224533576518,0.7118958987173756,0.2990539704929688,0.09969678867391848,0.00025607197662793626
BGC0000427,AMP-binding,0.8962995648384094,0.7838057786226272,0.3446646011667326,0.3329218694940209,0.1541928002219734,5.021369592611569e-05
BGC0000470,Radical_SAM,0.6199784200638533,0.3170020973572377,0.08393614362285007,0.22436898390137117,0.18670872910643369,0.003440155741591866
BGC0000484,ABC_tran,0.6180258601903915,0.37095385864377023,0.21117344443919137,0.12997110534925013,0.06827389860482072,0.001764410200223665
BGC0000496,ABC_tran,0.9991653859615326,0.8879319608211518,0.3479556204751134,0.24941045605301043,0.17587100728633231,0.012282388873973104
BGC0000507,Lant_dehydr_N,0.8318148463964462,0.5296599741807568,0.25976426544853376,0.20191257534530963,0.0003369782491887463,6.3795979432512695e-06
BGC0000513,ABC_tran,0.9618419289588929,0.6851943479232432,0.7693525079637766,0.2994995980057865,0.18808244580950487,0.00328834077886313
BGC0000538,ABC_tran,0.6566307812929153,0.6101603873074055,0.30395167618989943,0.08941069771535695,0.010735052701784297,0.007045514826495491
BGC0000553,ABC_tran,0.9599700748920441,0.6635195877403021,0.4650045529007912,0.4473753911210224,0.10890984312827641,0.003551663835241925
BGC0000573,Transglut_core3,0.8799242615699768,0.6029839884955436,0.06154620849047206,0.14484309097101686,0.00011961719945290384,3.377300696740804e-05
BGC0000578,ABC_tran,0.8595489978790283,0.8834269538521766,0.5535714763682336,0.5918770457617939,0.1893870591830364,0.005008556780608409
BGC0000579,ABC2_membrane,0.5580474898219109,0.2450027302838862,0.12020458758170208,0.005479633511549764,0.0003284929432766148,9.35015102811576e-05
BGC0000630,Amino_oxidase,0.7017094850540161,0.4485278509557247,0.2813172944419449,0.0836134228793071,0.020719490642659367,0.0018118733733217597
BGC0000637,SQS_PSY,0.6619879066944122,0.3876515960844699,0.20439334597831477,0.10273729734078643,0.00039983505239433726,0.0002877982582020877
BGC0000642,Amino_oxidase,0.5546956405043602,0.3116800535470247,0.3234213056297449,0.04159210482830531,0.017915112994523953,0.0002645434504302102
BGC0000644,SQS_PSY,0.8441194139420987,0.5008808363803837,0.2086051661754027,0.04260634754755301,0.004591254614055629,0.00015463789671164575
BGC0000645,Amino_oxidase,0.04502018941784627,0.09839673328328899,0.040358221383212364,0.12751840670971432,0.06741504324622269,0.0016470655642478959
BGC0000661,Terpene_syn_C_2,0.4762254190631211,0.49346163037989754,0.05584236492327364,0.14982707686490926,0.03446426988006621,2.998390510668969e-05
BGC0000737,UDPG_MGDP_dh,0.9873109936714173,0.9560157954692841,0.8135947803239105,0.6561860506772064,0.25186929304661215,4.551579586387078e-05
BGC0000752,CTP_transf_like,0.12666012413828867,0.009695496038273178,0.10294782932487578,0.009253705404080392,0.000611516108577348,0.0004007114057003491
BGC0000754,UDPG_MGDP_dh_N,0.9997628569602967,0.9682377934455871,0.7691391406769981,0.5999873638153076,0.23501962403242943,8.183808364119472e-05
BGC0000755,UDPG_MGDP_dh_N,0.9836910426616668,0.7763577431440354,0.8132030516862869,0.6248215379668182,0.23111025307607633,1.0827036018667967e-05
BGC0000756,UDPG_MGDP_dh_N,0.9519450068473816,0.6691724953423546,0.45312571845879573,0.1997874042363847,3.758814078516082e-05,2.3806569394935196e-06
BGC0000851,ELFV_dehydrog_N,0.88328418135643,0.7699374267046466,0.7429276658067693,0.19172391048632562,0.14799536475898875,0.00022268950691710642
BGC0000854,Aminotran_3,0.9782452881336212,0.7354827955365181,0.39496975201182066,0.08530890655165421,0.009455513361172053,0.0005432088153156656
BGC0000857,Aminotran_3,0.9723079442977905,0.8146582812070846,0.1612706712418003,0.12492961017919697,0.0004942413790331556,0.00048059019968036407
BGC0000867,Abhydrolase_1,0.46872152090072633,0.21695469811966178,0.24503440318512731,0.12660073819570244,0.13013343088969123,0.023417115405027288
BGC0000878,GFO_IDH_MocA,0.03519545249291696,0.005882579718308989,0.07423306177370251,0.0431564598413388,0.018559830684534973,0.0009955190103255519
BGC0000900,AMP-binding,0.9330441653728485,0.7138657659292221,0.2152854735031724,0.06415637495229021,0.0064501787535846235,0.0001832742211263394
BGC0000919,Polyketide_cyc,0.9894540309906006,0.7994350165128707,0.22775152736285237,0.0896044163136139,0.07521201462278793,0.00015152268347264907
BGC0000944,FhuF,0.9133541941642761,0.7475463766382745,0.4786297611535133,0.22461890472320398,0.060548439382342834,1.6539473197566511e-06
BGC0001082,p450,0.27642529401928184,0.3602157302200794,0.1657416458707303,0.10934358224039897,0.023435794420583987,0.0028305840638495282
BGC0001170,ABC2_membrane_3,0.5617097466136329,0.21542304046452046,0.11907286335772369,0.1010675668002932,0.005233053449225778,0.00038587339297464497
BGC0001184,Cupin_2,0.008055794500978663,0.010843428949010558,0.0013904288527555764,0.0010145490178388172,0.00034253721387358385,0.0008278288795736444
BGC0001206,Aminotran_1_2,0.001597459928848366,0.001698445953664418,0.00042078398278135867,0.0036140251930721233,0.005134947256078703,0.007136788983916631
BGC0001223,p450,0.30945744663476943,0.21255609430372716,0.2778508021401649,0.10135773653419164,0.04681978077860549,0.0019930279346226597
BGC0001257,SAT,0.2358295631594956,0.07477997771256924,0.008887137088458985,0.0014979129438870587,0.0003059006295131894,1.0772851913998238e-05
